# StatLean API index — 614 declarations
# Generated by scripts/gen_statlean_index.py
# Format: name<TAB>file:line<TAB>kind
# Usage: grep -i '<keyword>' theme/statlean_api_index.tsv
hermiteNorm_eq	Statlean/Gaussian/Hermite.lean:224	lemma
hermiteNorm_inner	Statlean/Gaussian/Hermite.lean:228	theorem
hermiteProj	Statlean/Gaussian/Poincare.lean:120	private def
hermite_bessel_finite	Statlean/Gaussian/Poincare.lean:206	private lemma
hermite_coeff_f	Statlean/Gaussian/Poincare.lean:389	private lemma
hermite_inner_succ	Statlean/Gaussian/Hermite.lean:130	theorem
hermite_orthogonality	Statlean/Gaussian/Hermite.lean:184	theorem
hermite_parseval	Statlean/Gaussian/Poincare.lean:339	private lemma
hermite_parseval_tail	Statlean/Gaussian/Poincare.lean:369	private lemma
hermite_recurrence_norm	Statlean/Gaussian/Hermite.lean:251	theorem
hermite_span_dense_L2	Statlean/Gaussian/Hermite.lean:684	theorem
iIndepFun_proj	Statlean/LimitTheorems/Convergence.lean:930	private lemma
iIndep_coord_pi	Statlean/Variance/EfronStein.lean:317	private lemma
iSup_prop_le	Statlean/LimitTheorems/USLLN.lean:165	private lemma
identDistrib_proj	Statlean/LimitTheorems/Convergence.lean:944	private lemma
inProbability_implies_subseq_as	Statlean/LimitTheorems/Convergence.lean:215	theorem
indep_sigmaAlgExcept_coord	Statlean/Variance/EfronStein.lean:322	private lemma
indicator_one_le_one	Statlean/Sufficiency/Basu.lean:82	private lemma
indicator_one_nonneg	Statlean/Sufficiency/Basu.lean:78	private lemma
influenceCurve	Statlean/Estimator/Robust.lean:26	noncomputable def
integrableOn_exp_neg_mul_Ioi	Statlean/LimitTheorems/BerryEsseen.lean:579	private lemma
integrableOn_exp_sinc_Ioi	Statlean/LimitTheorems/BerryEsseen.lean:587	private lemma
integrable_U_comp_X	Statlean/LimitTheorems/USLLN.lean:50	lemma
integrable_aeval_intPolynomial_gaussianReal	Statlean/Gaussian/Hermite.lean:54	lemma
integrable_condEntropyAt	Statlean/Entropy/LogSobolev.lean:858	private lemma
integrable_condGrad	Statlean/Entropy/LogSobolev.lean:1151	private lemma
integrable_exp_abs_stdGaussian	Statlean/Gaussian/Basic.lean:193	lemma
integrable_exp_centered_of_lipschitz_stdGaussianPi	Statlean/Gaussian/Basic.lean:266	lemma
integrable_exp_norm_stdGaussianPi_nonneg	Statlean/Gaussian/Basic.lean:235	lemma
integrable_f_mul_hermiteEval	Statlean/Gaussian/Hermite.lean:312	lemma
integrable_f_mul_hermiteNorm	Statlean/Gaussian/Poincare.lean:99	private lemma
integrable_f_mul_poly_gaussian	Statlean/Gaussian/Hermite.lean:293	lemma
integrable_f_mul_realPoly_gaussian	Statlean/Gaussian/Hermite.lean:303	lemma
integrable_hermiteNorm_mul_hermiteNorm	Statlean/Gaussian/Poincare.lean:140	private lemma
integrable_id_mul_mul_gaussianPDFReal_of_memLp	Statlean/Gaussian/Basic.lean:50	lemma
integrable_id_stdGaussianPi	Statlean/Gaussian/Basic.lean:151	lemma
