NAME	KIND
Mathlib.Tactic.LibraryRewrite.instInhabitedRewriteLemma.default	def
Mathlib.Tactic.LibraryRewrite.instToFormatRewriteLemma	def
Mathlib.Tactic.LibraryRewrite.isExplicitEq	opq
Mathlib.Tactic.LibraryRewrite.isMVarSwap	def
Mathlib.Tactic.LibraryRewrite.pattern	def
Mathlib.Tactic.LibraryRewrite.renderRewrites	def
Mathlib.Tactic.LibraryRewrite.rw??Command	def
Mathlib.Tactic.LibraryRewrite.tacticRw??	def
Mathlib.Tactic.LibraryRewrite.tacticSyntax	def
Mathlib.Tactic.LibrarySearch.observe	def
Mathlib.Tactic.LibrarySearch.«_aux_Mathlib_Tactic_Observe___macroRules_Mathlib_Tactic_LibrarySearch_tacticObserve?__:_Using__,,_1»	def
Mathlib.Tactic.LibrarySearch.«_aux_Mathlib_Tactic_Observe___macroRules_Mathlib_Tactic_LibrarySearch_tacticObserve?__:__1»	def
Mathlib.Tactic.LibrarySearch.«tacticObserve?__:_Using__,,»	def
Mathlib.Tactic.LibrarySearch.«tacticObserve?__:_»	def
Mathlib.Tactic.Lift.getInst	def
Mathlib.Tactic.Lift.main	def
Mathlib.Tactic.Linarith.Branch	def
Mathlib.Tactic.Linarith.CertificateOracle	ind
Mathlib.Tactic.Linarith.CertificateOracle.ctorIdx	def
Mathlib.Tactic.Linarith.CertificateOracle.fourierMotzkin	def
Mathlib.Tactic.Linarith.CertificateOracle.mk	ctor
Mathlib.Tactic.Linarith.CertificateOracle.mk.inj	thm
Mathlib.Tactic.Linarith.CertificateOracle.produceCertificate	def
Mathlib.Tactic.Linarith.CertificateOracle.rec	rec
Mathlib.Tactic.Linarith.CertificateOracle.simplexAlgorithmDense	def
Mathlib.Tactic.Linarith.CertificateOracle.simplexAlgorithmSparse	def
Mathlib.Tactic.Linarith.Comp	ind
Mathlib.Tactic.Linarith.Comp.ToFormat	def
Mathlib.Tactic.Linarith.Comp.add	def
Mathlib.Tactic.Linarith.Comp.cmp	def
Mathlib.Tactic.Linarith.Comp.coeffOf	def
Mathlib.Tactic.Linarith.Comp.coeffs	def
Mathlib.Tactic.Linarith.Comp.ctorIdx	def
Mathlib.Tactic.Linarith.Comp.isContr	def
Mathlib.Tactic.Linarith.Comp.mk	ctor
Mathlib.Tactic.Linarith.Comp.mk.inj	thm
Mathlib.Tactic.Linarith.Comp.rec	rec
Mathlib.Tactic.Linarith.Comp.scale	def
Mathlib.Tactic.Linarith.Comp.str	def
Mathlib.Tactic.Linarith.Comp.vars	def
Mathlib.Tactic.Linarith.CompSource	ind
Mathlib.Tactic.Linarith.CompSource.add	ctor
Mathlib.Tactic.Linarith.CompSource.add.elim	def
Mathlib.Tactic.Linarith.CompSource.add.inj	thm
Mathlib.Tactic.Linarith.CompSource.assump	ctor
Mathlib.Tactic.Linarith.CompSource.assump.elim	def
Mathlib.Tactic.Linarith.CompSource.assump.inj	thm
Mathlib.Tactic.Linarith.CompSource.ctorElim	def
Mathlib.Tactic.Linarith.CompSource.ctorElimType	def
Mathlib.Tactic.Linarith.CompSource.ctorIdx	def
Mathlib.Tactic.Linarith.CompSource.flatten	def
Mathlib.Tactic.Linarith.CompSource.rec	rec
Mathlib.Tactic.Linarith.CompSource.scale	ctor
Mathlib.Tactic.Linarith.CompSource.scale.elim	def
Mathlib.Tactic.Linarith.CompSource.scale.inj	thm
Mathlib.Tactic.Linarith.CompSource.toString	def
Mathlib.Tactic.Linarith.Expr.Ord	def
Mathlib.Tactic.Linarith.ExprMap	def
Mathlib.Tactic.Linarith.ExprMultiMap	def
Mathlib.Tactic.Linarith.ExprMultiMap.find	def
Mathlib.Tactic.Linarith.ExprMultiMap.insert	def
Mathlib.Tactic.Linarith.GlobalBranchingPreprocessor	ind
Mathlib.Tactic.Linarith.GlobalBranchingPreprocessor.ctorIdx	def
Mathlib.Tactic.Linarith.GlobalBranchingPreprocessor.mk	ctor
Mathlib.Tactic.Linarith.GlobalBranchingPreprocessor.mk.inj	thm
Mathlib.Tactic.Linarith.GlobalBranchingPreprocessor.process	def
Mathlib.Tactic.Linarith.GlobalBranchingPreprocessor.rec	rec
Mathlib.Tactic.Linarith.GlobalBranchingPreprocessor.toPreprocessorBase	def
Mathlib.Tactic.Linarith.GlobalBranchingPreprocessor.transform	def
Mathlib.Tactic.Linarith.GlobalPreprocessor	ind
Mathlib.Tactic.Linarith.GlobalPreprocessor.branching	def
Mathlib.Tactic.Linarith.GlobalPreprocessor.ctorIdx	def
Mathlib.Tactic.Linarith.GlobalPreprocessor.mk	ctor
Mathlib.Tactic.Linarith.GlobalPreprocessor.mk.inj	thm
Mathlib.Tactic.Linarith.GlobalPreprocessor.rec	rec
Mathlib.Tactic.Linarith.GlobalPreprocessor.toPreprocessorBase	def
Mathlib.Tactic.Linarith.GlobalPreprocessor.transform	def
Mathlib.Tactic.Linarith.GlobalPreprocessorToGlobalBranchingPreprocessor	def
Mathlib.Tactic.Linarith.LinarithConfig	ind
Mathlib.Tactic.Linarith.LinarithConfig.ctorIdx	def
Mathlib.Tactic.Linarith.LinarithConfig.discharger	def
Mathlib.Tactic.Linarith.LinarithConfig.exfalso	def
Mathlib.Tactic.Linarith.LinarithConfig.minimize	def
Mathlib.Tactic.Linarith.LinarithConfig.mk	ctor
Mathlib.Tactic.Linarith.LinarithConfig.mk.inj	thm
Mathlib.Tactic.Linarith.LinarithConfig.oracle	def
Mathlib.Tactic.Linarith.LinarithConfig.preprocessors	def
Mathlib.Tactic.Linarith.LinarithConfig.rec	rec
Mathlib.Tactic.Linarith.LinarithConfig.splitHypotheses	def
Mathlib.Tactic.Linarith.LinarithConfig.splitNe	def
Mathlib.Tactic.Linarith.LinarithConfig.transparency	def
Mathlib.Tactic.Linarith.LinarithConfig.updateReducibility	def
Mathlib.Tactic.Linarith.LinarithData	ind
Mathlib.Tactic.Linarith.LinarithData.comps	def
Mathlib.Tactic.Linarith.LinarithData.ctorIdx	def
Mathlib.Tactic.Linarith.LinarithData.maxVar	def
Mathlib.Tactic.Linarith.LinarithData.mk	ctor
Mathlib.Tactic.Linarith.LinarithData.mk.inj	thm
Mathlib.Tactic.Linarith.LinarithData.rec	rec
Mathlib.Tactic.Linarith.LinarithM	def
Mathlib.Tactic.Linarith.Linexp	def
Mathlib.Tactic.Linarith.Linexp.add	opq
Mathlib.Tactic.Linarith.Linexp.cmp	def
Mathlib.Tactic.Linarith.Linexp.contains	def
Mathlib.Tactic.Linarith.Linexp.get	def
Mathlib.Tactic.Linarith.Linexp.scale	def
Mathlib.Tactic.Linarith.Linexp.vars	def
Mathlib.Tactic.Linarith.Linexp.zfind	def
Mathlib.Tactic.Linarith.Map	def
Mathlib.Tactic.Linarith.Monom	def
Mathlib.Tactic.Linarith.Monom.lt	def
Mathlib.Tactic.Linarith.Monom.one	def
Mathlib.Tactic.Linarith.PComp	ind
Mathlib.Tactic.Linarith.PComp.add	def
Mathlib.Tactic.Linarith.PComp.assump	def
Mathlib.Tactic.Linarith.PComp.c	def
Mathlib.Tactic.Linarith.PComp.cmp	def
Mathlib.Tactic.Linarith.PComp.ctorIdx	def
Mathlib.Tactic.Linarith.PComp.effective	def
Mathlib.Tactic.Linarith.PComp.history	def
Mathlib.Tactic.Linarith.PComp.implicit	def
Mathlib.Tactic.Linarith.PComp.isContr	def
Mathlib.Tactic.Linarith.PComp.maybeMinimal	def
Mathlib.Tactic.Linarith.PComp.mk	ctor
Mathlib.Tactic.Linarith.PComp.mk.inj	thm
Mathlib.Tactic.Linarith.PComp.rec	rec
Mathlib.Tactic.Linarith.PComp.scale	def
Mathlib.Tactic.Linarith.PComp.src	def
Mathlib.Tactic.Linarith.PComp.vars	def
Mathlib.Tactic.Linarith.PCompSet	def
Mathlib.Tactic.Linarith.Preprocessor	ind
Mathlib.Tactic.Linarith.Preprocessor.ctorIdx	def
Mathlib.Tactic.Linarith.Preprocessor.globalize	def
Mathlib.Tactic.Linarith.Preprocessor.mk	ctor
Mathlib.Tactic.Linarith.Preprocessor.mk.inj	thm
Mathlib.Tactic.Linarith.Preprocessor.rec	rec
Mathlib.Tactic.Linarith.Preprocessor.toPreprocessorBase	def
Mathlib.Tactic.Linarith.Preprocessor.transform	def
Mathlib.Tactic.Linarith.PreprocessorBase	ind
Mathlib.Tactic.Linarith.PreprocessorBase.ctorIdx	def
Mathlib.Tactic.Linarith.PreprocessorBase.description	def
Mathlib.Tactic.Linarith.PreprocessorBase.mk	ctor
Mathlib.Tactic.Linarith.PreprocessorBase.mk.inj	thm
Mathlib.Tactic.Linarith.PreprocessorBase.name	def
Mathlib.Tactic.Linarith.PreprocessorBase.rec	rec
Mathlib.Tactic.Linarith.PreprocessorToGlobalBranchingPreprocessor	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.DenseMatrix	ind
Mathlib.Tactic.Linarith.SimplexAlgorithm.DenseMatrix.ctorIdx	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.DenseMatrix.data	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.DenseMatrix.mk	ctor
Mathlib.Tactic.Linarith.SimplexAlgorithm.DenseMatrix.mk.inj	thm
Mathlib.Tactic.Linarith.SimplexAlgorithm.DenseMatrix.rec	rec
Mathlib.Tactic.Linarith.SimplexAlgorithm.Gauss.GaussM	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.Gauss.findNonzeroRow	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.Gauss.getTableau	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.Gauss.getTableauImp	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.SimplexAlgorithmException	ind
Mathlib.Tactic.Linarith.SimplexAlgorithm.SimplexAlgorithmException.ctorIdx	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.SimplexAlgorithmException.infeasible	ctor
Mathlib.Tactic.Linarith.SimplexAlgorithm.SimplexAlgorithmException.rec	rec
Mathlib.Tactic.Linarith.SimplexAlgorithm.SimplexAlgorithmM	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.SparseMatrix	ind
Mathlib.Tactic.Linarith.SimplexAlgorithm.SparseMatrix.ctorIdx	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.SparseMatrix.data	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.SparseMatrix.mk	ctor
Mathlib.Tactic.Linarith.SimplexAlgorithm.SparseMatrix.mk.inj	thm
Mathlib.Tactic.Linarith.SimplexAlgorithm.SparseMatrix.rec	rec
Mathlib.Tactic.Linarith.SimplexAlgorithm.Tableau	ind
Mathlib.Tactic.Linarith.SimplexAlgorithm.Tableau.basic	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.Tableau.ctorIdx	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.Tableau.free	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.Tableau.mat	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.Tableau.mk	ctor
Mathlib.Tactic.Linarith.SimplexAlgorithm.Tableau.mk.inj	thm
Mathlib.Tactic.Linarith.SimplexAlgorithm.Tableau.rec	rec
Mathlib.Tactic.Linarith.SimplexAlgorithm.UsableInSimplexAlgorithm	ind
Mathlib.Tactic.Linarith.SimplexAlgorithm.UsableInSimplexAlgorithm.ctorIdx	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.UsableInSimplexAlgorithm.divideRow	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.UsableInSimplexAlgorithm.getElem	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.UsableInSimplexAlgorithm.getValues	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.UsableInSimplexAlgorithm.mk	ctor
Mathlib.Tactic.Linarith.SimplexAlgorithm.UsableInSimplexAlgorithm.ofValues	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.UsableInSimplexAlgorithm.rec	rec
Mathlib.Tactic.Linarith.SimplexAlgorithm.UsableInSimplexAlgorithm.setElem	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.UsableInSimplexAlgorithm.subtractRow	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.UsableInSimplexAlgorithm.swapRows	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.checkSuccess	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.chooseEnteringVar	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.chooseExitingVar	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.choosePivots	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.doPivotOperation	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.extractSolution	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.findPositiveVector	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.instGetElemProdNatRatAndLtFstSndOfUsableInSimplexAlgorithm	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.instUsableInSimplexAlgorithmDenseMatrix	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.instUsableInSimplexAlgorithmSparseMatrix	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.postprocess	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.preprocess	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.runSimplexAlgorithm	def
Mathlib.Tactic.Linarith.SimplexAlgorithm.stateLP	def
Mathlib.Tactic.Linarith.Sum	def
Mathlib.Tactic.Linarith.Sum.mul	def
Mathlib.Tactic.Linarith.Sum.one	def
Mathlib.Tactic.Linarith.Sum.pow	opq
Mathlib.Tactic.Linarith.Sum.scaleByMonom	def
Mathlib.Tactic.Linarith.SumOfMonom	def
Mathlib.Tactic.Linarith.addExprs	def
Mathlib.Tactic.Linarith.addExprs'	def
Mathlib.Tactic.Linarith.addIneq	def
Mathlib.Tactic.Linarith.addNegEqProofsIdx	def
Mathlib.Tactic.Linarith.add_lt_of_le_of_neg	thm
Mathlib.Tactic.Linarith.add_lt_of_neg_of_le	thm
Mathlib.Tactic.Linarith.add_neg	thm
Mathlib.Tactic.Linarith.add_nonpos	thm
Mathlib.Tactic.Linarith.applyContrLemma	def
Mathlib.Tactic.Linarith.cancelDenoms	def
Mathlib.Tactic.Linarith.compWithZero	def
Mathlib.Tactic.Linarith.defaultPreprocessors	def
Mathlib.Tactic.Linarith.elimAllVarsM	def
Mathlib.Tactic.Linarith.elimMonom	def
Mathlib.Tactic.Linarith.elimVar	def
Mathlib.Tactic.Linarith.elimVarM	def
Mathlib.Tactic.Linarith.elimWithSet	def
Mathlib.Tactic.Linarith.filterComparisons	def
Mathlib.Tactic.Linarith.findLinarithContradiction	def
Mathlib.Tactic.Linarith.findSquares	opq
Mathlib.Tactic.Linarith.flipNegatedComparison	def
Mathlib.Tactic.Linarith.getContrLemma	def
Mathlib.Tactic.Linarith.getMaxVar	def
Mathlib.Tactic.Linarith.getNatComparisons	opq
Mathlib.Tactic.Linarith.getPCompSet	def
Mathlib.Tactic.Linarith.instInhabitedComp	def
Mathlib.Tactic.Linarith.instInhabitedComp.default	def
Mathlib.Tactic.Linarith.instInhabitedCompSource	def
Mathlib.Tactic.Linarith.instInhabitedCompSource.default	def
Mathlib.Tactic.Linarith.instOrdMonom	def
Mathlib.Tactic.Linarith.instReprComp	def
Mathlib.Tactic.Linarith.instReprComp.repr	def
Mathlib.Tactic.Linarith.instToFormatCompSource	def
Mathlib.Tactic.Linarith.instToFormatPComp	def
Mathlib.Tactic.Linarith.instToStringPComp	def
Mathlib.Tactic.Linarith.isNatCoe	def
Mathlib.Tactic.Linarith.isNatProp	def
Mathlib.Tactic.Linarith.le_of_eq_of_le	thm
Mathlib.Tactic.Linarith.le_of_le_of_eq	thm
Mathlib.Tactic.Linarith.leftOfIneqProof	def
Mathlib.Tactic.Linarith.linarith	def
Mathlib.Tactic.Linarith.linarithGetProofsMessage	def
Mathlib.Tactic.Linarith.linarithTraceProofs	def
Mathlib.Tactic.Linarith.linarithUsedHyps	opq
Mathlib.Tactic.Linarith.linearFormOfAtom	def
Mathlib.Tactic.Linarith.linearFormOfExpr	opq
Mathlib.Tactic.Linarith.linearFormsAndMaxVar	def
Mathlib.Tactic.Linarith.lt_irrefl	thm
Mathlib.Tactic.Linarith.lt_of_eq_of_lt	thm
Mathlib.Tactic.Linarith.lt_of_lt_of_eq	thm
Mathlib.Tactic.Linarith.mkLTZeroProof	def
Mathlib.Tactic.Linarith.mkLinarithData	def
Mathlib.Tactic.Linarith.mkNegOneLtZeroProof	def
Mathlib.Tactic.Linarith.mkNonstrictIntProof	def
Mathlib.Tactic.Linarith.mkSingleCompZeroOf	def
Mathlib.Tactic.Linarith.mk_natCast_nonneg_prf	def
Mathlib.Tactic.Linarith.mulExpr	def
Mathlib.Tactic.Linarith.mulExpr'	def
Mathlib.Tactic.Linarith.mul_eq	thm
Mathlib.Tactic.Linarith.mul_neg	thm
Mathlib.Tactic.Linarith.mul_nonpos	thm
Mathlib.Tactic.Linarith.mul_zero_eq	thm
Mathlib.Tactic.Linarith.natCast_nonneg	thm
Mathlib.Tactic.Linarith.natToInt	def
Mathlib.Tactic.Linarith.nlinarithExtras	def
Mathlib.Tactic.Linarith.normalizeDenominatorsLHS	def
Mathlib.Tactic.Linarith.one	def
Mathlib.Tactic.Linarith.parseCompAndExpr	def
Mathlib.Tactic.Linarith.partitionByTypeIdx	def
Mathlib.Tactic.Linarith.pelimVar	def
Mathlib.Tactic.Linarith.preprocess	def
Mathlib.Tactic.Linarith.proveEqZeroUsing	def
Mathlib.Tactic.Linarith.proveFalseByLinarith	def
Mathlib.Tactic.Linarith.rearrangeComparison	def
Mathlib.Tactic.Linarith.removeNe	def
Mathlib.Tactic.Linarith.removeNe_aux	opq
Mathlib.Tactic.Linarith.removeNegations	def
Mathlib.Tactic.Linarith.runLinarith	def
Mathlib.Tactic.Linarith.scalar	def
Mathlib.Tactic.Linarith.splitConjunctions	def
Mathlib.Tactic.Linarith.splitSetByVarSign	def
Mathlib.Tactic.Linarith.strengthenStrictInt	def
Mathlib.Tactic.Linarith.sub_neg_of_lt	thm
Mathlib.Tactic.Linarith.sub_nonpos_of_le	thm
Mathlib.Tactic.Linarith.toComp	def
Mathlib.Tactic.Linarith.toCompFold	def
Mathlib.Tactic.Linarith.typeOfIneqProof	def
Mathlib.Tactic.Linarith.update	def
Mathlib.Tactic.Linarith.validate	def
Mathlib.Tactic.Linarith.var	def
Mathlib.Tactic.Linarith.without_one_mul	thm
Mathlib.Tactic.Linarith.zero_lt_one	thm
Mathlib.Tactic.Linarith.zero_mul_eq	thm
Mathlib.Tactic.LinearCombination'.Expanded	ind
Mathlib.Tactic.LinearCombination'.Expanded.const	ctor
Mathlib.Tactic.LinearCombination'.Expanded.const.elim	def
Mathlib.Tactic.LinearCombination'.Expanded.const.inj	thm
Mathlib.Tactic.LinearCombination'.Expanded.ctorElim	def
Mathlib.Tactic.LinearCombination'.Expanded.ctorElimType	def
Mathlib.Tactic.LinearCombination'.Expanded.ctorIdx	def
Mathlib.Tactic.LinearCombination'.Expanded.proof	ctor
Mathlib.Tactic.LinearCombination'.Expanded.proof.elim	def
Mathlib.Tactic.LinearCombination'.Expanded.proof.inj	thm
Mathlib.Tactic.LinearCombination'.Expanded.rec	rec
Mathlib.Tactic.LinearCombination'.add_pf	thm
Mathlib.Tactic.LinearCombination'.c_add_pf	thm
Mathlib.Tactic.LinearCombination'.c_div_pf	thm
Mathlib.Tactic.LinearCombination'.c_mul_pf	thm
Mathlib.Tactic.LinearCombination'.c_sub_pf	thm
Mathlib.Tactic.LinearCombination'.div_pf	thm
Mathlib.Tactic.LinearCombination'.elabLinearCombination'	def
Mathlib.Tactic.LinearCombination'.expStx	def
Mathlib.Tactic.LinearCombination'.expandLinearCombo	opq
Mathlib.Tactic.LinearCombination'.inv_pf	thm
Mathlib.Tactic.LinearCombination'.linearCombination'	def
Mathlib.Tactic.LinearCombination'.mul_pf	thm
Mathlib.Tactic.LinearCombination'.neg_pf	thm
Mathlib.Tactic.LinearCombination'.normStx	def
Mathlib.Tactic.LinearCombination'.pf_add_c	thm
Mathlib.Tactic.LinearCombination'.pf_div_c	thm
Mathlib.Tactic.LinearCombination'.pf_mul_c	thm
Mathlib.Tactic.LinearCombination'.pf_sub_c	thm
Mathlib.Tactic.LinearCombination'.sub_pf	thm
Mathlib.Tactic.LinearCombination'.tacticLinear_combination2____	def
Mathlib.Tactic.LinearCombination.Expanded	ind
Mathlib.Tactic.LinearCombination.Expanded.const	ctor
Mathlib.Tactic.LinearCombination.Expanded.const.elim	def
Mathlib.Tactic.LinearCombination.Expanded.const.inj	thm
Mathlib.Tactic.LinearCombination.Expanded.ctorElim	def
Mathlib.Tactic.LinearCombination.Expanded.ctorElimType	def
Mathlib.Tactic.LinearCombination.Expanded.ctorIdx	def
Mathlib.Tactic.LinearCombination.Expanded.proof	ctor
Mathlib.Tactic.LinearCombination.Expanded.proof.elim	def
Mathlib.Tactic.LinearCombination.Expanded.proof.inj	thm
Mathlib.Tactic.LinearCombination.Expanded.rec	rec
Mathlib.Tactic.LinearCombination.add_eq_eq	thm
Mathlib.Tactic.LinearCombination.add_eq_le	thm
Mathlib.Tactic.LinearCombination.add_eq_lt	thm
Mathlib.Tactic.LinearCombination.add_le_eq	thm
Mathlib.Tactic.LinearCombination.add_lt_eq	thm
Mathlib.Tactic.LinearCombination.div_eq_const	thm
Mathlib.Tactic.LinearCombination.div_le_const	thm
Mathlib.Tactic.LinearCombination.div_lt_const	thm
Mathlib.Tactic.LinearCombination.div_lt_const_weak	thm
Mathlib.Tactic.LinearCombination.elabLinearCombination	def
Mathlib.Tactic.LinearCombination.expStx	def
Mathlib.Tactic.LinearCombination.expandLinearCombo	opq
Mathlib.Tactic.LinearCombination.le_of_eq	thm
Mathlib.Tactic.LinearCombination.le_of_le	thm
Mathlib.Tactic.LinearCombination.le_of_lt	thm
Mathlib.Tactic.LinearCombination.le_rearrange	thm
Mathlib.Tactic.LinearCombination.linearCombination	def
Mathlib.Tactic.LinearCombination.lt_of_eq	thm
Mathlib.Tactic.LinearCombination.lt_of_le	thm
Mathlib.Tactic.LinearCombination.lt_of_lt	thm
Mathlib.Tactic.LinearCombination.lt_rearrange	thm
Mathlib.Tactic.LinearCombination.mul_const_eq	thm
Mathlib.Tactic.LinearCombination.mul_const_le	thm
Mathlib.Tactic.LinearCombination.mul_const_lt	thm
Mathlib.Tactic.LinearCombination.mul_const_lt_weak	thm
Mathlib.Tactic.LinearCombination.mul_eq_const	thm
Mathlib.Tactic.LinearCombination.mul_le_const	thm
Mathlib.Tactic.LinearCombination.mul_lt_const	thm
Mathlib.Tactic.LinearCombination.mul_lt_const_weak	thm
Mathlib.Tactic.LinearCombination.normStx	def
Mathlib.Tactic.LinearCombination.rescale	def
Mathlib.Tactic.LinearCombination.smul_const_eq	thm
Mathlib.Tactic.LinearCombination.smul_const_le	thm
Mathlib.Tactic.LinearCombination.smul_const_lt	thm
Mathlib.Tactic.LinearCombination.smul_const_lt_weak	thm
Mathlib.Tactic.LinearCombination.smul_eq_const	thm
Mathlib.Tactic.LinearCombination.smul_le_const	thm
Mathlib.Tactic.LinearCombination.smul_lt_const	thm
Mathlib.Tactic.LinearCombination.smul_lt_const_weak	thm
Mathlib.Tactic.MkIff.List.init	def
Mathlib.Tactic.MkIff.Shape	ind
Mathlib.Tactic.MkIff.Shape.ctorIdx	def
Mathlib.Tactic.MkIff.Shape.mk	ctor
Mathlib.Tactic.MkIff.Shape.mk.inj	thm
Mathlib.Tactic.MkIff.Shape.neqs	def
Mathlib.Tactic.MkIff.Shape.rec	rec
Mathlib.Tactic.MkIff.Shape.variablesKept	def
Mathlib.Tactic.MkIff.compactRelation	opq
Mathlib.Tactic.MkIff.constrToProp	def
Mathlib.Tactic.MkIff.listBoolMerge	def
Mathlib.Tactic.MkIff.mkAndList	def
Mathlib.Tactic.MkIff.mkExistsList	def
Mathlib.Tactic.MkIff.mkIff	def
Mathlib.Tactic.MkIff.mkIffOfInductiveProp	def
Mathlib.Tactic.MkIff.mkIffOfInductivePropImpl	def
Mathlib.Tactic.MkIff.mkOpList	def
Mathlib.Tactic.MkIff.mkOrList	def
Mathlib.Tactic.MkIff.nCasesProd	def
Mathlib.Tactic.MkIff.nCasesSum	def
Mathlib.Tactic.MkIff.splitThenConstructor	def
Mathlib.Tactic.MkIff.toCases	def
Mathlib.Tactic.MkIff.toInductive	def
Mathlib.Tactic.ModCases.IntMod.OnModCases	def
Mathlib.Tactic.ModCases.IntMod.modCases	def
Mathlib.Tactic.ModCases.IntMod.onModCases_start	def
Mathlib.Tactic.ModCases.IntMod.onModCases_stop	def
Mathlib.Tactic.ModCases.IntMod.onModCases_succ	def
Mathlib.Tactic.ModCases.IntMod.proveOnModCases	opq
Mathlib.Tactic.ModCases.NatMod.OnModCases	def
Mathlib.Tactic.ModCases.NatMod.modCases	def
Mathlib.Tactic.ModCases.NatMod.onModCases_start	def
Mathlib.Tactic.ModCases.NatMod.onModCases_stop	def
Mathlib.Tactic.ModCases.NatMod.onModCases_succ	def
Mathlib.Tactic.ModCases.NatMod.proveOnModCases	opq
Mathlib.Tactic.ModCases.«_aux_Mathlib_Tactic_ModCases___elabRules_Mathlib_Tactic_ModCases_tacticMod_cases_:_%__1»	def
Mathlib.Tactic.ModCases.«tacticMod_cases_:_%_»	def
Mathlib.Tactic.Module.NF	def
Mathlib.Tactic.Module.NF.add_eq_eval	thm
Mathlib.Tactic.Module.NF.add_eq_eval₁	thm
Mathlib.Tactic.Module.NF.add_eq_eval₂	thm
Mathlib.Tactic.Module.NF.add_eq_eval₃	thm
Mathlib.Tactic.Module.NF.algebraMap	def
Mathlib.Tactic.Module.NF.atom_eq_eval	thm
Mathlib.Tactic.Module.NF.cons	def
Mathlib.Tactic.Module.NF.eval	def
Mathlib.Tactic.Module.NF.eval_algebraMap	thm
Mathlib.Tactic.Module.NF.eval_cons	thm
Mathlib.Tactic.Module.NF.eval_neg	thm
Mathlib.Tactic.Module.NF.eval_smul	thm
Mathlib.Tactic.Module.NF.instNeg	def
Mathlib.Tactic.Module.NF.instSMulOfMul	def
Mathlib.Tactic.Module.NF.neg_eq_eval	thm
Mathlib.Tactic.Module.NF.smul_apply	thm
Mathlib.Tactic.Module.NF.smul_eq_eval	thm
Mathlib.Tactic.Module.NF.sub_eq_eval	thm
Mathlib.Tactic.Module.NF.sub_eq_eval₁	thm
Mathlib.Tactic.Module.NF.sub_eq_eval₂	thm
Mathlib.Tactic.Module.NF.sub_eq_eval₃	thm
Mathlib.Tactic.Module.NF.zero_eq_eval	thm
Mathlib.Tactic.Module.NF.zero_sub_eq_eval	thm
Mathlib.Tactic.Module.NF.«_aux_Mathlib_Tactic_Module___macroRules_Mathlib_Tactic_Module_NF_term_::ᵣ__1»	def
Mathlib.Tactic.Module.NF.«term_::ᵣ_»	def
Mathlib.Tactic.Module.algebraMapThms	def
Mathlib.Tactic.Module.matchScalars	def
Mathlib.Tactic.Module.matchScalarsAux	def
Mathlib.Tactic.Module.parse	opq
Mathlib.Tactic.Module.postprocess	def
Mathlib.Tactic.Module.qNF	def
Mathlib.Tactic.Module.qNF.add	def
Mathlib.Tactic.Module.qNF.matchRings	def
Mathlib.Tactic.Module.qNF.mkAddProof	def
Mathlib.Tactic.Module.qNF.mkSubProof	def
Mathlib.Tactic.Module.qNF.onScalar	def
Mathlib.Tactic.Module.qNF.sub	def
Mathlib.Tactic.Module.qNF.toNF	def
Mathlib.Tactic.Module.reduceCoefficientwise	opq
Mathlib.Tactic.Module.tacticMatch_scalars	def
Mathlib.Tactic.Module.tacticModule	def
Mathlib.Tactic.Monoidal.Context	ind
Mathlib.Tactic.Monoidal.Context.C	def
Mathlib.Tactic.Monoidal.Context.ctorIdx	def
Mathlib.Tactic.Monoidal.Context.instCat	def
